# required packages for NextFerretOS.
libphonon-l10n/stable,now 4:4.12.0-5 all [installed,automatic]
libphonon4qt6-4t64/stable,now 4:4.12.0-5 amd64 [installed,automatic]
libpimcommon-data/stable,now 4:24.12.3-1 all [installed,automatic]
libpipeline1/stable,now 1.5.8-1 amd64 [installed,automatic]
libpipewire-0.3-0t64/stable,now 1.4.2-1 amd64 [installed,automatic]
libpipewire-0.3-common/stable,now 1.4.2-1 all [installed,automatic]
libpipewire-0.3-modules/stable,now 1.4.2-1 amd64 [installed,automatic]
libpixman-1-0/stable,now 0.44.0-3 amd64 [installed,automatic]
libplacebo349/stable,now 7.349.0-3 amd64 [installed,automatic]
libplasma-geolocation-interface6/stable,now 4:6.3.4-1 amd64 [installed,automatic]
libplasma5support-data/stable,now 4:6.3.4-1 all [installed,automatic]
libplasma5support6/stable,now 4:6.3.4-1 amd64 [installed,automatic]
libplasma6/stable,now 6.3.5-1 amd64 [installed,automatic]
libplasmaactivities6/stable,now 6.3.4-1 amd64 [installed,automatic]
libplasmaactivitiesstats1/stable,now 6.3.4-1 amd64 [installed,automatic]
libplasmaquick6/stable,now 6.3.5-1 amd64 [installed,automatic]
libplist-2.0-4/stable,now 2.6.0-2+b1 amd64 [installed,automatic]
libplymouth5/stable,now 24.004.60-5 amd64 [installed,automatic]
libpng16-16t64/stable,now 1.6.48-1+deb13u1 amd64 [installed,upgradable to: 1.6.48-1+deb13u3]
libpocketsphinx3/stable,now 0.8+5prealpha+1-15+b4 amd64 [installed,automatic]
libpolkit-agent-1-0/stable,now 126-2 amd64 [installed,automatic]
libpolkit-gobject-1-0/stable,now 126-2 amd64 [installed,automatic]
libpolkit-qt5-1-1/stable,now 0.200.0-4+b1 amd64 [installed,automatic]
libpolkit-qt6-1-1/stable,now 0.200.0-4+b1 amd64 [installed,automatic]
libpoppler-qt6-3t64/stable,now 25.03.0-5+deb13u2 amd64 [installed,automatic]
libpoppler147/stable,now 25.03.0-5+deb13u2 amd64 [installed,automatic]
libpopt0/stable,now 1.19+dfsg-2 amd64 [installed]
libpostproc58/stable,stable-security,now 7:7.1.3-0+deb13u1 amd64 [installed,automatic]
libpowerdevilcore2/stable,now 4:6.3.6-1 amd64 [installed,automatic]
libproc2-0/stable,now 2:4.0.4-9 amd64 [installed]
libprocesscore10/stable,now 4:6.3.5-1 amd64 [installed,automatic]
libprotobuf-c1/stable,now 1.5.1-1 amd64 [installed,automatic]
libprotobuf-lite32t64/stable,now 3.21.12-11 amd64 [installed,automatic]
libprotobuf32t64/stable,now 3.21.12-11 amd64 [installed,automatic]
libproxy-tools/stable,now 0.5.9-1 amd64 [installed,automatic]
libproxy1v5/stable,now 0.5.9-1 amd64 [installed,automatic]
libpskc0t64/stable,now 2.6.12-1 amd64 [installed,automatic]
libpsl5t64/stable,now 0.21.2-1.1+b1 amd64 [installed,automatic]
libpulse-mainloop-glib0/stable,now 17.0+dfsg1-2+b1 amd64 [installed,automatic]
libpulse0/stable,now 17.0+dfsg1-2+b1 amd64 [installed,automatic]
libpulsedsp/stable,now 17.0+dfsg1-2+b1 amd64 [installed,automatic]
libpython3-stdlib/stable,now 3.13.5-1 amd64 [installed,automatic]
libpython3.13-minimal/stable,now 3.13.5-2 amd64 [installed,automatic]
libpython3.13-stdlib/stable,now 3.13.5-2 amd64 [installed,automatic]
libpython3.13/stable,now 3.13.5-2 amd64 [installed,automatic]
libqaccessibilityclient-qt6-0/stable,now 0.6.0-3 amd64 [installed,automatic]
libqalculate-data/stable,now 5.5.2-1 all [installed,automatic]
libqalculate23/stable,now 5.5.2-1+b1 amd64 [installed,automatic]
libqca-qt6-2/stable,now 2.3.10-1 amd64 [installed,automatic]
libqca-qt6-plugins/stable,now 2.3.10-1 amd64 [installed,automatic]
libqcoro6core0t64/stable,now 0.12.0-1 amd64 [installed,automatic]
libqcoro6dbus0t64/stable,now 0.12.0-1 amd64 [installed,automatic]
libqgpgmeqt6-15/stable,now 1.24.2-3 amd64 [installed,automatic]
libqmi-glib5/stable,now 1.36.0-1 amd64 [installed,automatic]
libqmi-proxy/stable,now 1.36.0-1 amd64 [installed,automatic]
libqmi-utils/stable,now 1.36.0-1 amd64 [installed,automatic]
libqmobipocket6-2/stable,now 4:25.04.0-1 amd64 [installed,automatic]
libqrencode4/stable,now 4.1.1-2 amd64 [installed,automatic]
libqrtr-glib0/stable,now 1.2.2-1+b2 amd64 [installed,automatic]
libqt5core5t64/stable,now 5.15.15+dfsg-6 amd64 [installed,automatic]
libqt5dbus5t64/stable,now 5.15.15+dfsg-6 amd64 [installed,automatic]
libqt5gui5t64/stable,now 5.15.15+dfsg-6 amd64 [installed,automatic]
libqt5network5t64/stable,now 5.15.15+dfsg-6 amd64 [installed,automatic]
libqt5printsupport5t64/stable,now 5.15.15+dfsg-6 amd64 [installed,automatic]
libqt5qml5/stable,now 5.15.15+dfsg-3 amd64 [installed,automatic]
libqt5qmlmodels5/stable,now 5.15.15+dfsg-3 amd64 [installed,automatic]
libqt5qmlworkerscript5/stable,now 5.15.15+dfsg-3 amd64 [installed,automatic]
libqt5quick5/stable,now 5.15.15+dfsg-3 amd64 [installed,automatic]
libqt5quickcontrols2-5/stable,now 5.15.15+dfsg-2 amd64 [installed,automatic]
libqt5quicktemplates2-5/stable,now 5.15.15+dfsg-2 amd64 [installed,automatic]
libqt5svg5/stable,now 5.15.15-2 amd64 [installed,automatic]
libqt5texttospeech5/stable,now 5.15.15-2 amd64 [installed,automatic]
libqt5waylandclient5/stable,now 5.15.15-3 amd64 [installed,automatic]
libqt5waylandcompositor5/stable,now 5.15.15-3 amd64 [installed,automatic]
libqt5widgets5t64/stable,now 5.15.15+dfsg-6 amd64 [installed,automatic]
libqt5x11extras5/stable,now 5.15.15-2 amd64 [installed,automatic]
libqt5xml5t64/stable,now 5.15.15+dfsg-6 amd64 [installed,automatic]
libqt6bluetooth6-bin/stable,now 6.8.2-3 amd64 [installed,automatic]
libqt6bluetooth6/stable,now 6.8.2-3 amd64 [installed,automatic]
libqt6concurrent6/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
libqt6core5compat6/stable,now 6.8.2-3+b1 amd64 [installed,automatic]
libqt6core6t64/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed]
libqt6dbus6/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
libqt6gui6/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
libqt6keychain1/stable,now 0.15.0-1 amd64 [installed,automatic]
libqt6labsplatform6/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
libqt6multimedia6/stable,now 6.8.2-8 amd64 [installed,automatic]
libqt6network6/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
libqt6networkauth6/stable,now 6.8.2-4 amd64 [installed,automatic]
libqt6opengl6/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
libqt6openglwidgets6/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
libqt6positioning6-plugins/stable,now 6.8.2-3 amd64 [installed,automatic]
libqt6positioning6/stable,now 6.8.2-3 amd64 [installed,automatic]
libqt6positioningquick6/stable,now 6.8.2-3 amd64 [installed,automatic]
libqt6printsupport6/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
libqt6qml6/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
libqt6qmlmeta6/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
libqt6qmlmodels6/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
libqt6qmlworkerscript6/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
libqt6quick6/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
libqt6quickcontrols2-6/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
libqt6quickshapes6/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
libqt6quicktemplates2-6/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
libqt6quickwidgets6/stable,now 6.8.2+dfsg-7 amd64 [installed,automatic]
libqt6sensors6/stable,now 6.8.2-3 amd64 [installed,automatic]
libqt6serialport6/stable,now 6.8.2-3 amd64 [installed,automatic]
libqt6shadertools6/stable,now 6.8.2-3 amd64 [installed,automatic]
libqt6sql6-sqlite/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
libqt6sql6/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
libqt6svg6/stable,now 6.8.2-3 amd64 [installed,automatic]
libqt6svgwidgets6/stable,now 6.8.2-3 amd64 [installed,automatic]
libqt6test6/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
libqt6texttospeech6/stable,now 6.8.2-2 amd64 [installed,automatic]
libqt6uitools6/stable,now 6.8.2-5 amd64 [installed,automatic]
libqt6virtualkeyboard6/stable,now 6.8.2+dfsg-3 amd64 [installed,automatic]
libqt6waylandclient6/stable,now 6.8.2-4 amd64 [installed,automatic]
libqt6waylandcompositor6/stable,now 6.8.2-4 amd64 [installed,automatic]
libqt6webchannel6/stable,now 6.8.2-2 amd64 [installed,automatic]
libqt6webchannelquick6/stable,now 6.8.2-2 amd64 [installed,automatic]
libqt6webengine6-data/stable,now 6.8.2+dfsg-4 all [installed,automatic]
libqt6webenginecore6-bin/stable,now 6.8.2+dfsg-4 amd64 [installed,automatic]
libqt6webenginecore6/stable,now 6.8.2+dfsg-4 amd64 [installed,automatic]
libqt6webenginequick6/stable,now 6.8.2+dfsg-4 amd64 [installed,automatic]
libqt6webenginewidgets6/stable,now 6.8.2+dfsg-4 amd64 [installed,automatic]
libqt6webview6/stable,now 6.8.2-2 amd64 [installed,automatic]
libqt6widgets6/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed]
libqt6wlshellintegration6/stable,now 6.8.2-4 amd64 [installed,automatic]
libqt6xml6/stable,now 6.8.2+dfsg-9+deb13u1 amd64 [installed,automatic]
libquadmath0/stable,now 14.2.0-19 amd64 [installed,automatic]
libquickcharts1/stable,now 6.13.0-1 amd64 [installed,automatic]
libquickchartscontrols1/stable,now 6.13.0-1 amd64 [installed,automatic]
librabbitmq4/stable,now 0.15.0-1 amd64 [installed,automatic]
librav1e0.7/stable,now 0.7.1-9+b2 amd64 [installed,automatic]
libraw1394-11/stable,now 2.1.2-2+b2 amd64 [installed,automatic]
libraw23t64/stable,now 0.21.4-2 amd64 [installed,automatic]
libreadline8t64/stable,now 8.2-6 amd64 [installed]
libreiserfscore0t64/stable,now 1:3.6.27-9 amd64 [installed,automatic]
libresid-builder0c2a/stable,now 2.1.1-16 amd64 [installed,automatic]
librist4/stable,now 0.2.11+dfsg-1 amd64 [installed,automatic]
libroc0.4/stable,now 0.4.0+dfsg-5 amd64 [installed,automatic]
librsvg2-2/stable,now 2.60.0+dfsg-1 amd64 [installed,automatic]
librsvg2-common/stable,now 2.60.0+dfsg-1 amd64 [installed,automatic]
librtmp1/stable,now 2.4+20151223.gitfa8646d.1-2+b5 amd64 [installed,automatic]
librubberband2/stable,now 3.3.0+dfsg-2+b3 amd64 [installed,automatic]
libsamplerate0/stable,now 0.2.2-4+b2 amd64 [installed,automatic]
libsasl2-2/stable,now 2.1.28+dfsg1-9 amd64 [installed,automatic]
libsasl2-modules-db/stable,now 2.1.28+dfsg1-9 amd64 [installed,automatic]
libsasl2-modules-kdexoauth2/stable,now 24.12.3-1 amd64 [installed,automatic]
libsasl2-modules/stable,now 2.1.28+dfsg1-9 amd64 [installed,automatic]
libsbc1/stable,now 2.1-1 amd64 [installed,automatic]
libscim8v5/stable,now 1.4.18+git20211204-0.2+b4 amd64 [installed,automatic]
libsdl2-2.0-0/stable,now 2.32.4+dfsg-1 amd64 [installed,automatic]
libseat1/stable,now 0.9.1-1 amd64 [installed,automatic]
libseccomp2/stable,now 2.6.0-2 amd64 [installed]
libsecret-1-0/stable,now 0.21.7-1 amd64 [installed,automatic]
libsecret-common/stable,now 0.21.7-1 all [installed,automatic]
libselinux1/stable,now 3.8.1-1 amd64 [installed]
libsemanage-common/stable,now 3.8.1-1 all [installed]
libsemanage2/stable,now 3.8.1-1 amd64 [installed]
libsensors-config/stable,now 1:3.6.2-2 all [installed,automatic]
libsensors5/stable,now 1:3.6.2-2 amd64 [installed,automatic]
libsepol2/stable,now 3.8.1-1 amd64 [installed]
libserd-0-0/stable,now 0.32.4-1 amd64 [installed,automatic]
libsframe1/stable,now 2.44-3 amd64 [installed,automatic]
libsharpyuv0/stable,now 1.5.0-0.1 amd64 [installed,automatic]
libshine3/stable,now 3.1.1-2+b2 amd64 [installed,automatic]
libshout3/stable,now 2.4.6-1+b3 amd64 [installed,automatic]
libsidplay2/stable,now 2.1.1-16 amd64 [installed,automatic]
libsigc++-2.0-0v5/stable,now 2.12.1-3 amd64 [installed,automatic]
libsignon-plugins-common1/stable,now 8.61+git20231015.c8ad982-7 amd64 [installed,automatic]
libsignon-qt6-1/stable,now 8.61+git20231015.c8ad982-7 amd64 [installed,automatic]
libsigsegv2/stable,now 2.14-1+b2 amd64 [installed,automatic]
libslang2/stable,now 2.3.3-5+b2 amd64 [installed]
libsm6/stable,now 2:1.2.6-1 amd64 [installed,automatic]
libsmartcols1/stable,now 2.41-5 amd64 [installed]
libsmbclient0/stable,now 2:4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
libsnappy1v5/stable,now 1.2.2-1 amd64 [installed,automatic]
libsndfile1/stable,now 1.2.2-2+b1 amd64 [installed,automatic]
libsodium23/stable-security,now 1.0.18-1+deb13u1 amd64 [installed,automatic]
libsord-0-0/stable,now 0.16.18-1 amd64 [installed,automatic]
libsoup-3.0-0/stable,now 3.6.5-3 amd64 [installed,automatic]
libsoup-3.0-common/stable,now 3.6.5-3 all [installed,automatic]
libsource-highlight-common/stable,now 3.1.9-4.3 all [installed,automatic]
libsource-highlight4t64/stable,now 3.1.9-4.3+b1 amd64 [installed,automatic]
libsoxr0/stable,now 0.1.3-4+b2 amd64 [installed,automatic]
libspa-0.2-bluetooth/stable,now 1.4.2-1 amd64 [installed,automatic]
libspa-0.2-modules/stable,now 1.4.2-1 amd64 [installed,automatic]
libspatialaudio0t64/stable,now 0.3.0+git20180730+dfsg1-2.1+b1 amd64 [installed,automatic]
libspdlog1.15/stable,now 1:1.15.2+ds-2 amd64 [installed,automatic]
libspectre1/stable,now 0.2.12-1+b2 amd64 [installed,automatic]
libspeechd2/stable,now 0.12.0-5 amd64 [installed,automatic]
libspeex1/stable,now 1.2.1-3 amd64 [installed,automatic]
libspeexdsp1/stable,now 1.2.1-3 amd64 [installed,automatic]
libsphinxbase3t64/stable,now 0.8+5prealpha+1-21+b1 amd64 [installed,automatic]
libsqlite3-0/stable,now 3.46.1-7 amd64 [installed]
libsquashfuse0/stable,now 0.5.2-0.2+b2 amd64 [installed,automatic]
libsratom-0-0/stable,now 0.6.18-1 amd64 [installed,automatic]
libsrt1.5-gnutls/stable,now 1.5.4-1 amd64 [installed,automatic]
libss2/stable,now 1.47.2-3+b7 amd64 [installed]
libssh-4/stable,now 0.11.2-1+deb13u1 amd64 [installed,automatic]
libssh2-1t64/stable,now 1.11.1-1 amd64 [installed,automatic]
libssl3t64/stable,now 3.5.4-1~deb13u1 amd64 [installed,upgradable to: 3.5.4-1~deb13u2]
libstdc++-14-dev/stable,now 14.2.0-19 amd64 [installed,automatic]
libstdc++6/stable,now 14.2.0-19 amd64 [installed]
libstemmer0d/stable,now 2.2.0-4+b2 amd64 [installed,automatic]
libstoken1t64/stable,now 0.92-1.1+b2 amd64 [installed,automatic]
libsvtav1enc2/stable,now 2.3.0+dfsg-1 amd64 [installed,automatic]
libswresample5/stable,stable-security,now 7:7.1.3-0+deb13u1 amd64 [installed,automatic]
libswscale8/stable,stable-security,now 7:7.1.3-0+deb13u1 amd64 [installed,automatic]
libsystemd-shared/stable,now 257.9-1~deb13u1 amd64 [installed]
libsystemd0/stable,now 257.9-1~deb13u1 amd64 [installed]
libtag2/stable,now 2.0.2-2 amd64 [installed,automatic]
libtalloc2/stable,now 2:2.4.3+samba4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
libtaskmanager6/stable,now 4:6.3.6-2 amd64 [installed,automatic]
libtasn1-6/stable,now 4.20.0-2 amd64 [installed,automatic]
libtbb12/stable,now 2022.1.0-1+deb13u1 amd64 [installed,automatic]
libtbbbind-2-5/stable,now 2022.1.0-1+deb13u1 amd64 [installed,automatic]
libtbbmalloc2/stable,now 2022.1.0-1+deb13u1 amd64 [installed,automatic]
libtdb1/stable,now 2:1.4.13+samba4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
libteamdctl0/stable,now 1.31-1+b2 amd64 [installed,automatic]
libtevent0t64/stable,now 2:0.16.2+samba4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
libtext-charwidth-perl/stable,now 0.04-11+b4 amd64 [installed]
libtext-iconv-perl/stable,now 1.7-8+b4 amd64 [installed]
libtext-wrapi18n-perl/stable,now 0.06-10 all [installed]
libthai-data/stable,now 0.1.29-2 all [installed,automatic]
libthai0/stable,now 0.1.29-2+b1 amd64 [installed,automatic]
libtheora0/stable,now 1.2.0~alpha1+dfsg-6 amd64 [installed,automatic]
libtheoradec1/stable,now 1.2.0~alpha1+dfsg-6 amd64 [installed,automatic]
libtheoraenc1/stable,now 1.2.0~alpha1+dfsg-6 amd64 [installed,automatic]
libtie-ixhash-perl/stable,now 1.23-4 all [installed,automatic]
libtiff6/stable,stable-security,now 4.7.0-3+deb13u1 amd64 [installed,automatic]
libtimedate-perl/stable,now 2.3300-2 all [installed,automatic]
libtinfo6/stable,now 6.5+20250216-2 amd64 [installed]
libtirpc-common/stable,now 1.3.6+ds-1 all [installed]
libtirpc3t64/stable,now 1.3.6+ds-1 amd64 [installed]
libtomcrypt1/stable,now 1.18.2+dfsg-7+b2 amd64 [installed,automatic]
libtommath1/stable,now 1.3.0-1 amd64 [installed,automatic]
libtry-tiny-perl/stable,now 0.32-1 all [installed,automatic]
libts0t64/stable,now 1.22-1.1+b1 amd64 [installed,automatic]
libtsan2/stable,now 14.2.0-19 amd64 [installed,automatic]
libtss2-esys-3.0.2-0t64/stable,now 4.1.3-1.2 amd64 [installed,automatic]
libtss2-mu-4.0.1-0t64/stable,now 4.1.3-1.2 amd64 [installed,automatic]
libtss2-sys1t64/stable,now 4.1.3-1.2 amd64 [installed,automatic]
libtss2-tcti-cmd0t64/stable,now 4.1.3-1.2 amd64 [installed,automatic]
libtss2-tcti-device0t64/stable,now 4.1.3-1.2 amd64 [installed,automatic]
libtss2-tcti-libtpms0t64/stable,now 4.1.3-1.2 amd64 [installed,automatic]
libtss2-tcti-mssim0t64/stable,now 4.1.3-1.2 amd64 [installed,automatic]
libtss2-tcti-spi-helper0t64/stable,now 4.1.3-1.2 amd64 [installed,automatic]
libtss2-tcti-swtpm0t64/stable,now 4.1.3-1.2 amd64 [installed,automatic]
libtss2-tctildr0t64/stable,now 4.1.3-1.2 amd64 [installed,automatic]
libtwolame0/stable,now 0.4.0-2+b2 amd64 [installed,automatic]
libubsan1/stable,now 14.2.0-19 amd64 [installed,automatic]
libuchardet0/stable,now 0.0.8-1+b2 amd64 [installed,automatic]
libudev1/stable,now 257.9-1~deb13u1 amd64 [installed]
libudfread0/stable,now 1.1.2-1+b2 amd64 [installed,automatic]
libudisks2-0/stable,stable-security,now 2.10.1-12.1+deb13u1 amd64 [installed,automatic]
libunbound8/stable,stable-security,now 1.22.0-2+deb13u1 amd64 [installed,automatic]
libunibreak6/stable,now 6.1-3 amd64 [installed,automatic]
libunistring5/stable,now 1.3-2 amd64 [installed]
libunwind8/stable,now 1.8.1-0.1 amd64 [installed,automatic]
libupnp17t64/stable,now 1:1.14.20-1 amd64 [installed,automatic]
libupower-glib3/stable,now 1.90.9-1 amd64 [installed,automatic]
liburi-perl/stable,now 5.30-1 all [installed,automatic]
libusb-1.0-0/stable,now 2:1.0.28-1 amd64 [installed,automatic]
libusbmuxd-2.0-7/stable,now 2.1.0-1+b1 amd64 [installed,automatic]
libuuid1/stable,now 2.41-5 amd64 [installed]
libuv1t64/stable,now 1.50.0-2 amd64 [installed,automatic]
libv4l-0t64/stable,now 1.30.1-1 amd64 [installed,automatic]
libv4lconvert0t64/stable,now 1.30.1-1 amd64 [installed,automatic]
libva-drm2/stable,now 2.22.0-3 amd64 [installed,automatic]
libva-wayland2/stable,now 2.22.0-3 amd64 [installed,automatic]
libva-x11-2/stable,now 2.22.0-3 amd64 [installed,automatic]
libva2/stable,now 2.22.0-3 amd64 [installed,automatic]
libvdpau1/stable,now 1.5-3+b1 amd64 [installed,automatic]
libvidstab1.1/stable,now 1.1.0-2+b2 amd64 [installed,automatic]
libvisual-0.4-0/stable,now 0.4.2-2+b2 amd64 [installed,automatic]
libvlc-bin/stable-security,now 3.0.23-0+deb13u1 amd64 [installed,automatic]
libvlc5/stable-security,now 3.0.23-0+deb13u1 amd64 [installed,automatic]
libvlccore9/stable-security,now 3.0.23-0+deb13u1 amd64 [installed,automatic]
libvoikko1/stable,now 4.3.2-1+b2 amd64 [installed,automatic]
libvolume-key1/stable,now 0.3.12-9 amd64 [installed,automatic]
libvorbis0a/stable,now 1.3.7-3 amd64 [installed,automatic]
libvorbisenc2/stable,now 1.3.7-3 amd64 [installed,automatic]
libvorbisfile3/stable,now 1.3.7-3 amd64 [installed,automatic]
libvpl2/stable,now 1:2.14.0-1+b1 amd64 [installed,automatic]
libvpx9/stable,now 1.15.0-2.1 amd64 [installed,automatic]
libvulkan1/stable,now 1.4.309.0-1 amd64 [installed,automatic]
libwacom-common/stable,now 2.14.0-1 all [installed,automatic]
libwacom9/stable,now 2.14.0-1 amd64 [installed,automatic]
libwavpack1/stable,now 5.8.1-1 amd64 [installed,automatic]
libwayland-client0/stable,now 1.23.1-3 amd64 [installed,automatic]
libwayland-cursor0/stable,now 1.23.1-3 amd64 [installed,automatic]
libwayland-egl1/stable,now 1.23.1-3 amd64 [installed,automatic]
libwayland-server0/stable,now 1.23.1-3 amd64 [installed,automatic]
libwbclient0/stable,now 2:4.22.6+dfsg-0+deb13u1 amd64 [installed,automatic]
libweather-ion7/stable,now 4:6.3.6-2 amd64 [installed,automatic]
libwebp7/stable,now 1.5.0-0.1 amd64 [installed,automatic]
libwebpdemux2/stable,now 1.5.0-0.1 amd64 [installed,automatic]
libwebpmux3/stable,now 1.5.0-0.1 amd64 [installed,automatic]
libwebrtc-audio-processing-1-3/stable,now 1.3-3+b1 amd64 [installed,automatic]
libwireplumber-0.5-0/stable,now 0.5.8-2 amd64 [installed,automatic]
libwlroots-0.18/stable,now 0.18.2-3 amd64 [installed,automatic]
libwmflite-0.2-7/stable,now 0.2.13-1.1+b3 amd64 [installed,automatic]
libwrap0/stable,now 7.6.q-36 amd64 [installed,automatic]
libwww-perl/stable,now 6.78-1 all [installed,automatic]
libwww-robotrules-perl/stable,now 6.02-1 all [installed,automatic]
libx11-6/stable,now 2:1.8.12-1 amd64 [installed,automatic]
libx11-data/stable,now 2:1.8.12-1 all [installed,automatic]
libx11-dev/stable,now 2:1.8.12-1 amd64 [installed,automatic]
libx11-protocol-perl/stable,now 0.56-9 all [installed,automatic]
libx11-xcb1/stable,now 2:1.8.12-1 amd64 [installed,automatic]
libx264-164/stable,now 2:0.164.3108+git31e19f9-2+b1 amd64 [installed,automatic]
libx265-215/stable,now 4.1-2 amd64 [installed,automatic]
libxapian30/stable,now 1.4.29-3 amd64 [installed,automatic]
libxau-dev/stable,now 1:1.0.11-1 amd64 [installed,automatic]
libxau6/stable,now 1:1.0.11-1 amd64 [installed,automatic]
libxaw7/stable,now 2:1.0.16-1 amd64 [installed,automatic]
libxcb-composite0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-cursor0/stable,now 0.1.5-1 amd64 [installed]
libxcb-damage0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-dpms0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-dri2-0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-dri3-0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-errors0/stable,now 1.0.1-4 amd64 [installed,automatic]
libxcb-ewmh2/stable,now 0.4.2-1 amd64 [installed,automatic]
libxcb-glx0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-icccm4/stable,now 0.4.2-1 amd64 [installed,automatic]
libxcb-image0/stable,now 0.4.0-2+b2 amd64 [installed,automatic]
libxcb-keysyms1/stable,now 0.4.1-1 amd64 [installed,automatic]
libxcb-present0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-randr0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-record0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-render-util0/stable,now 0.3.10-1 amd64 [installed,automatic]
libxcb-render0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-res0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-shape0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-shm0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-sync1/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-util1/stable,now 0.4.1-1 amd64 [installed,automatic]
libxcb-xfixes0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-xinerama0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-xinput0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-xkb1/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb-xv0/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb1-dev/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcb1/stable,now 1.17.0-2+b1 amd64 [installed,automatic]
libxcomposite1/stable,now 1:0.4.6-1 amd64 [installed,automatic]
libxcursor1/stable,now 1:1.2.3-1 amd64 [installed,automatic]
libxcvt0/stable,now 0.1.3-1 amd64 [installed,automatic]
libxdamage1/stable,now 1:1.1.6-1+b2 amd64 [installed,automatic]
libxdgutilsbasedir1.0.1/stable,now 1.0.1-3.1+b2 amd64 [installed,automatic]
libxdgutilsdesktopentry1.0.1/stable,now 1.0.1-3.1+b2 amd64 [installed,automatic]
libxdmcp-dev/stable,now 1:1.1.5-1 amd64 [installed,automatic]
libxdmcp6/stable,now 1:1.1.5-1 amd64 [installed,automatic]
libxerces-c3.2t64/stable,now 3.2.4+debian-1.3+b2 amd64 [installed,automatic]
libxext6/stable,now 2:1.3.4-1+b3 amd64 [installed,automatic]
libxfixes3/stable,now 1:6.0.0-2+b4 amd64 [installed,automatic]
libxfont2/stable,now 1:2.0.6-1+b3 amd64 [installed,automatic]
libxft2/stable,now 2.3.6-1+b4 amd64 [installed,automatic]
libxi6/stable,now 2:1.8.2-1 amd64 [installed,automatic]
libxinerama1/stable,now 2:1.1.4-3+b4 amd64 [installed,automatic]
libxkbcommon-x11-0/stable,now 1.7.0-2 amd64 [installed,automatic]
libxkbcommon0/stable,now 1.7.0-2 amd64 [installed,automatic]
libxkbfile1/stable,now 1:1.1.0-1+b4 amd64 [installed,automatic]
libxkbregistry0/stable,now 1.7.0-2 amd64 [installed,automatic]
libxml++2.6-2v5/stable,now 2.42.3-2 amd64 [installed,automatic]
libxml-parser-perl/stable,now 2.47-1+b3 amd64 [installed,automatic]
libxml-twig-perl/stable,now 1:3.52-3 all [installed,automatic]
libxml-xpathengine-perl/stable,now 0.14-2 all [installed,automatic]
libxml2-utils/stable,now 2.12.7+dfsg+really2.9.14-2.1+deb13u2 amd64 [installed,automatic]
